Date,Status,Action,Message,Connection,Details
"2026-03-24 23:37:48",SUCCESS,spoke_retry_success,"Retry successful for post ""When Minutes Matter, Access to Emergency Care Matters"" to Rutherford County Source","Rutherford County Source","{""post_id"":""54188"",""connection_id"":12,""retry_count"":5}"
"2026-03-24 23:37:48",WARNING,wake_up,"Failed to wake up spoke site, proceeding anyway","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 23:37:48",WARNING,wake_up,"Wake-up attempt completed but site may still be sleeping","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""verify_error"":""HTTP 403""}"
"2026-03-24 23:37:46",INFO,wake_up,"Sending wake-up ping to spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source""}"
"2026-03-24 23:37:46",INFO,wake_up,"Attempting to wake up spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 23:37:46",INFO,debug_content,"DEBUG: Final content being sent to spoke: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""full_content_length"":5169}"
"2026-03-24 23:37:46",INFO,,"Custom Smart Links processing started for: Rutherford County Source",-,[]
"2026-03-24 23:37:46",INFO,yoast_skip,"Skipping Yoast data for draft creation - will be added in delayed sync","Rutherford County Source","{""post_id"":54188}"
"2026-03-24 23:37:46",INFO,gallery_sync,"No gallery images found in post content",-,[]
"2026-03-24 23:37:46",INFO,debug_content,"DEBUG: Original post content: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th",-,"{""full_content_length"":5169}"
"2026-03-24 23:37:46",INFO,spoke_retry,"Retrying create for post ""When Minutes Matter, Access to Emergency Care Matters"" to Rutherford County Source (attempt 5)","Rutherford County Source","{""post_id"":""54188"",""connection_id"":12,""retry_count"":5,""action"":""create""}"
"2026-03-24 23:37:46",SUCCESS,spoke_retry_success,"Retry successful for post ""When Minutes Matter, Access to Emergency Care Matters"" to Rutherford County Source","Rutherford County Source","{""post_id"":""54188"",""connection_id"":12,""retry_count"":5}"
"2026-03-24 23:37:46",WARNING,wake_up,"Failed to wake up spoke site, proceeding anyway","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 23:37:46",WARNING,wake_up,"Wake-up attempt completed but site may still be sleeping","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""verify_error"":""HTTP 403""}"
"2026-03-24 23:37:43",INFO,wake_up,"Sending wake-up ping to spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source""}"
"2026-03-24 23:37:43",INFO,wake_up,"Attempting to wake up spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 23:37:43",INFO,debug_content,"DEBUG: Final content being sent to spoke: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""full_content_length"":5169}"
"2026-03-24 23:37:43",INFO,,"Custom Smart Links processing started for: Rutherford County Source",-,[]
"2026-03-24 23:37:43",INFO,yoast_skip,"Skipping Yoast data for draft creation - will be added in delayed sync","Rutherford County Source","{""post_id"":54188}"
"2026-03-24 23:37:43",INFO,gallery_sync,"No gallery images found in post content",-,[]
"2026-03-24 23:37:43",INFO,debug_content,"DEBUG: Original post content: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th",-,"{""full_content_length"":5169}"
"2026-03-24 23:37:43",INFO,spoke_retry,"Retrying create for post ""When Minutes Matter, Access to Emergency Care Matters"" to Rutherford County Source (attempt 5)","Rutherford County Source","{""post_id"":""54188"",""connection_id"":12,""retry_count"":5,""action"":""create""}"
"2026-03-24 23:33:42",WARNING,timeout_retry,"Post stuck in processing for 61 minutes - attempting retry 5/6 to Rutherford County Source","Rutherford County Source","{""connection_id"":12,""elapsed_seconds"":3660,""retry_count"":5,""post_id"":""54188"",""status"":""processing""}"
"2026-03-24 22:33:59",SUCCESS,spoke_retry_success,"Retry successful for post ""When Minutes Matter, Access to Emergency Care Matters"" to Rutherford County Source","Rutherford County Source","{""post_id"":""54188"",""connection_id"":12,""retry_count"":4}"
"2026-03-24 22:33:59",WARNING,wake_up,"Failed to wake up spoke site, proceeding anyway","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 22:33:59",WARNING,wake_up,"Wake-up attempt completed but site may still be sleeping","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""verify_error"":""HTTP 403""}"
"2026-03-24 22:33:57",INFO,wake_up,"Sending wake-up ping to spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source""}"
"2026-03-24 22:33:57",INFO,wake_up,"Attempting to wake up spoke site","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""url"":""https:\/\/rutherfordsource.com""}"
"2026-03-24 22:33:57",INFO,debug_content,"DEBUG: Final content being sent to spoke: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th","Rutherford County Source","{""connection_name"":""Rutherford County Source"",""full_content_length"":5169}"
"2026-03-24 22:33:57",INFO,,"Custom Smart Links processing started for: Rutherford County Source",-,[]
"2026-03-24 22:33:57",INFO,yoast_skip,"Skipping Yoast data for draft creation - will be added in delayed sync","Rutherford County Source","{""post_id"":54188}"
"2026-03-24 22:33:57",INFO,gallery_sync,"No gallery images found in post content",-,[]
"2026-03-24 22:33:57",INFO,debug_content,"DEBUG: Original post content: <p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"" data-doc-id=""3698097000002908001"" data-doc-type=""writer"">By Darrell L. Hunt, MD, PhD, FACS</p>
<p class=""zw-paragraph"" data-linerule=""auto"" data-line-height=""1.1583333"" data-margin-bottom=""8.0pt"" data-window-control-info=""true"">When a medical emergency happens, every minute counts. Whether it’s a severe injury, chest pain, stroke symptoms or a sudden illness, th",-,"{""full_content_length"":5169}"
